,umpire,favor_by_ump_sum,num_games,team,temp_team
6358,Larry Vanover,0.59,17,ALL TEAMS,COL
6359,Toby Basner,0.59,4,ALL TEAMS,BAL
6360,Brennan Miller,0.59,4,ALL TEAMS,SF
6361,Tom Hanahan,0.59,3,ALL TEAMS,PHI
6362,Randy Rosenberg,0.59,1,ALL TEAMS,STL
6363,Malachi Moore,0.6,11,ALL TEAMS,SF
6364,Hunter Wendelstedt,0.6,16,ALL TEAMS,TEX
6365,Tom Hallion,0.6,11,ALL TEAMS,CLE
6366,Gary Cederstrom,0.6,7,ALL TEAMS,CLE
6367,Marvin Hudson,0.6,11,ALL TEAMS,CHC
6368,Alex Tosi,0.6,11,ALL TEAMS,CIN
6369,Brennan Miller,0.6,9,ALL TEAMS,NYM
6370,Jose Navas,0.61,4,ALL TEAMS,KC
6371,Alfonso Marquez,0.61,16,ALL TEAMS,CWS
6372,Junior Valentine,0.61,8,ALL TEAMS,SD
6373,Sean Barber,0.61,21,ALL TEAMS,TB
6374,Roberto Ortiz,0.61,15,ALL TEAMS,WSH
6375,Doug Eddings,0.61,27,ALL TEAMS,COL
6376,Fieldin Culbreth,0.61,9,ALL TEAMS,DET
6377,Adam Beck,0.61,15,ALL TEAMS,DET
6378,Eric Cooper,0.61,12,ALL TEAMS,NYM
6379,John Bacon,0.61,3,ALL TEAMS,CWS
6380,Tony Randazzo,0.61,8,ALL TEAMS,NYM
6381,Tom Woodring,0.61,4,ALL TEAMS,LAD
6382,Chris Segal,0.62,24,ALL TEAMS,MIN
6383,Paul Clemons,0.62,7,ALL TEAMS,SD
6384,Shane Livensparger,0.62,12,ALL TEAMS,MIN
6385,Paul Nauert,0.62,9,ALL TEAMS,CIN
6386,Jacob Metz,0.62,3,ALL TEAMS,TOR
6387,Joe West,0.62,14,ALL TEAMS,NYY
6388,Jeff Kellogg,0.62,6,ALL TEAMS,BAL
6389,Edwin Jimenez,0.63,2,ALL TEAMS,BAL
6390,Jeremie Rehak,0.63,15,ALL TEAMS,CIN
6391,Derek Thomas,0.63,5,ALL TEAMS,TOR
6392,Dana DeMuth,0.63,4,ALL TEAMS,NYM
6393,Jonathan Parra,0.63,2,ALL TEAMS,ATL
6394,Jim Reynolds,0.63,11,ALL TEAMS,CIN
6395,Laz Diaz,0.63,22,ALL TEAMS,BOS
6396,Quinn Wolcott,0.63,17,ALL TEAMS,LAA
6397,Paul Emmel,0.64,8,ALL TEAMS,NYM
6398,Pat Hoberg,0.64,15,ALL TEAMS,MIN
6399,Gary Cederstrom,0.64,11,ALL TEAMS,STL
6400,Vic Carapazza,0.64,21,ALL TEAMS,NYY
6401,Rob Drake,0.64,21,ALL TEAMS,SEA
6402,Tim Welke,0.64,3,ALL TEAMS,NYM
6403,Edwin Jimenez,0.64,1,ALL TEAMS,TOR
6404,Brock Ballou,0.64,4,ALL TEAMS,PIT
6405,Austin Jones,0.65,2,ALL TEAMS,COL
6406,Lew Williams,0.65,1,ALL TEAMS,AZ
6407,Fieldin Culbreth,0.65,13,ALL TEAMS,BAL
6408,Paul Nauert,0.65,15,ALL TEAMS,SF
6409,Chris Conroy,0.65,18,ALL TEAMS,LAA
6410,D.J. Reyburn,0.65,20,ALL TEAMS,HOU
6411,Paul Clemons,0.65,4,ALL TEAMS,DET
6412,Brian Knight,0.66,16,ALL TEAMS,CWS
6413,Jim Joyce,0.66,3,ALL TEAMS,TOR
6414,Erich Bacchus,0.67,4,ALL TEAMS,NYM
6415,Tim Welke,0.67,4,ALL TEAMS,BAL
6416,Ryan Additon,0.67,14,ALL TEAMS,AZ
6417,Shane Livensparger,0.67,7,ALL TEAMS,NYY
6418,Jose Navas,0.67,3,ALL TEAMS,ATH
6419,Dan Merzel,0.68,7,ALL TEAMS,AZ
6420,Malachi Moore,0.68,13,ALL TEAMS,SD
6421,Eric Cooper,0.68,12,ALL TEAMS,NYY
6422,Dana DeMuth,0.68,11,ALL TEAMS,ATH
6423,James Jean,0.68,3,ALL TEAMS,BAL
6424,Larry Vanover,0.68,14,ALL TEAMS,TOR
6425,Phil Cuzzi,0.68,17,ALL TEAMS,TOR
6426,John Hirschbeck,0.68,5,ALL TEAMS,NYY
6427,D.J. Reyburn,0.68,14,ALL TEAMS,COL
6428,Jeff Nelson,0.69,11,ALL TEAMS,CLE
6429,Paul Schrieber,0.69,1,ALL TEAMS,SEA
6430,Stu Scheurwater,0.69,19,ALL TEAMS,CLE
6431,Nick Mahrley,0.69,15,ALL TEAMS,BOS
6432,Tom Woodring,0.69,10,ALL TEAMS,AZ
6433,Alex MacKay,0.69,7,ALL TEAMS,LAA
6434,Ryan Additon,0.69,13,ALL TEAMS,CHC
6435,Tyler Jones,0.69,1,ALL TEAMS,TOR
6436,Mark Wegner,0.69,20,ALL TEAMS,LAA
6437,Tim Welke,0.7,2,ALL TEAMS,STL
6438,Alex MacKay,0.7,8,ALL TEAMS,DET
6439,Erich Bacchus,0.7,8,ALL TEAMS,KC
6440,Jordan Baker,0.7,18,ALL TEAMS,SEA
6441,Emil Jimenez,0.7,8,ALL TEAMS,CLE
6442,Clint Fagan,0.71,3,ALL TEAMS,CLE
6443,Dan Merzel,0.71,7,ALL TEAMS,BOS
6444,Tony Randazzo,0.71,15,ALL TEAMS,NYY
6445,Bob Davidson,0.71,3,ALL TEAMS,TOR
6446,Nestor Ceja,0.71,9,ALL TEAMS,BOS
6447,Scott Barry,0.71,13,ALL TEAMS,MIL
6448,Marvin Hudson,0.71,22,ALL TEAMS,COL
6449,Jeremie Rehak,0.72,10,ALL TEAMS,ATH
6450,Paul Clemons,0.72,7,ALL TEAMS,TOR
6451,Jeremy Riggs,0.72,7,ALL TEAMS,MIA
6452,Tony Randazzo,0.72,15,ALL TEAMS,MIL
6453,Brock Ballou,0.72,4,ALL TEAMS,ATL
6454,Sean Barber,0.72,13,ALL TEAMS,LAA
6455,Alex MacKay,0.72,4,ALL TEAMS,TEX
6456,Jeremy Riggs,0.72,5,ALL TEAMS,NYY
6457,Ryan Additon,0.72,12,ALL TEAMS,SD
6458,Chris Segal,0.72,19,ALL TEAMS,CIN
6459,Gabe Morales,0.73,17,ALL TEAMS,KC
6460,Adam Hamari,0.73,24,ALL TEAMS,BAL
6461,Junior Valentine,0.73,11,ALL TEAMS,MIA
6462,Greg Gibson,0.73,9,ALL TEAMS,MIA
6463,Brian O'Nora,0.73,16,ALL TEAMS,CHC
6464,Malachi Moore,0.73,7,ALL TEAMS,NYY
6465,Jacob Metz,0.73,4,ALL TEAMS,MIA
6466,Jerry Layne,0.73,7,ALL TEAMS,CHC
6467,Dana DeMuth,0.73,5,ALL TEAMS,TOR
6468,Gerry Davis,0.73,13,ALL TEAMS,LAD
6469,Dan Bellino,0.74,21,ALL TEAMS,HOU
6470,Dexter Kelley,0.74,1,ALL TEAMS,MIN
6471,Ryan Additon,0.74,12,ALL TEAMS,HOU
6472,Jeff Nelson,0.74,10,ALL TEAMS,LAD
6473,Brian Walsh,0.74,5,ALL TEAMS,NYM
6474,David Rackley,0.75,18,ALL TEAMS,MIN
6475,Dana DeMuth,0.75,7,ALL TEAMS,LAD
6476,Mike Everitt,0.75,12,ALL TEAMS,BOS
6477,Nestor Ceja,0.75,11,ALL TEAMS,AZ
6478,John Hirschbeck,0.76,3,ALL TEAMS,LAA
6479,Mike Estabrook,0.76,19,ALL TEAMS,MIN
6480,Stu Scheurwater,0.76,14,ALL TEAMS,PIT
6481,Ed Hickox,0.76,8,ALL TEAMS,BOS
6482,Brennan Miller,0.76,9,ALL TEAMS,ATH
6483,Ryan Wills,0.76,7,ALL TEAMS,TOR
6484,Adam Beck,0.76,10,ALL TEAMS,CLE
6485,Clint Vondrak,0.76,7,ALL TEAMS,MIA
6486,Erich Bacchus,0.76,6,ALL TEAMS,SF
6487,Emil Jimenez,0.76,4,ALL TEAMS,MIN
6488,Brock Ballou,0.76,2,ALL TEAMS,MIL
6489,Randy Rosenberg,0.76,1,ALL TEAMS,CLE
6490,Angel Hernandez,0.77,15,ALL TEAMS,AZ
6491,Joe West,0.77,13,ALL TEAMS,TEX
6492,Phil Cuzzi,0.77,14,ALL TEAMS,COL
6493,Brennan Miller,0.77,8,ALL TEAMS,ATL
6494,Jeremy Riggs,0.77,13,ALL TEAMS,LAD
6495,Bob Davidson,0.77,2,ALL TEAMS,CHC
6496,Brian O'Nora,0.78,12,ALL TEAMS,DET
6497,Jim Joyce,0.78,5,ALL TEAMS,WSH
6498,Marcus Pattillo,0.78,1,ALL TEAMS,COL
6499,Larry Vanover,0.78,20,ALL TEAMS,NYY
6500,Paul Schrieber,0.78,3,ALL TEAMS,HOU
6501,Mike Muchlinski,0.79,17,ALL TEAMS,NYM
6502,Scott Barry,0.79,17,ALL TEAMS,KC
6503,Gary Cederstrom,0.79,10,ALL TEAMS,SEA
6504,Paul Clemons,0.79,6,ALL TEAMS,AZ
6505,Clint Vondrak,0.79,13,ALL TEAMS,MIL
6506,Ryan Additon,0.79,13,ALL TEAMS,ATL
6507,Dana DeMuth,0.8,3,ALL TEAMS,TEX
6508,Chad Fairchild,0.8,17,ALL TEAMS,SD
6509,Tom Woodring,0.8,8,ALL TEAMS,MIN
6510,Dana DeMuth,0.8,8,ALL TEAMS,SF
6511,Bruce Dreckman,0.8,15,ALL TEAMS,SEA
6512,Mike DiMuro,0.8,4,ALL TEAMS,CLE
6513,Tom Hanahan,0.8,3,ALL TEAMS,CIN
6514,Nestor Ceja,0.8,13,ALL TEAMS,WSH
6515,Edwin Jimenez,0.8,6,ALL TEAMS,MIL
6516,Cory Blaser,0.8,19,ALL TEAMS,CLE
6517,John Hirschbeck,0.8,2,ALL TEAMS,MIN
6518,Lance Barrett,0.8,16,ALL TEAMS,TB
6519,Paul Emmel,0.8,9,ALL TEAMS,BOS
6520,Dale Scott,0.8,2,ALL TEAMS,TEX
6521,Alfonso Marquez,0.8,25,ALL TEAMS,TEX
6522,Tom Hanahan,0.81,7,ALL TEAMS,SD
6523,Jordan Baker,0.81,22,ALL TEAMS,MIN
6524,Brian O'Nora,0.81,18,ALL TEAMS,LAA
6525,Mike Winters,0.81,10,ALL TEAMS,COL
6526,Gary Cederstrom,0.81,6,ALL TEAMS,SF
6527,Jerry Meals,0.81,18,ALL TEAMS,DET
6528,Bill Welke,0.81,16,ALL TEAMS,CLE
6529,Mike Everitt,0.81,11,ALL TEAMS,CWS
6530,Sam Holbrook,0.82,15,ALL TEAMS,TEX
6531,Dan Merzel,0.82,13,ALL TEAMS,CIN
6532,Emil Jimenez,0.82,8,ALL TEAMS,BAL
6533,Carlos Torres,0.82,18,ALL TEAMS,LAD
6534,Will Little,0.82,18,ALL TEAMS,LAA
6535,James Jean,0.83,1,ALL TEAMS,SD
6536,Nestor Ceja,0.83,3,ALL TEAMS,MIL
6537,Shane Livensparger,0.83,15,ALL TEAMS,KC
6538,Gerry Davis,0.83,10,ALL TEAMS,MIA
6539,Ryan Wills,0.83,7,ALL TEAMS,NYY
6540,Ben May,0.84,13,ALL TEAMS,TOR
6541,Mike Estabrook,0.84,17,ALL TEAMS,BOS
6542,Kyle McCrady,0.84,1,ALL TEAMS,SF
6543,Paul Schrieber,0.84,2,ALL TEAMS,MIA
6544,Emil Jimenez,0.85,4,ALL TEAMS,KC
6545,Bill Miller,0.85,23,ALL TEAMS,CLE
6546,Angel Hernandez,0.85,15,ALL TEAMS,PIT
6547,Brian O'Nora,0.85,13,ALL TEAMS,MIN
6548,Jerry Layne,0.86,14,ALL TEAMS,COL
6549,Andy Fletcher,0.86,15,ALL TEAMS,MIN
6550,Dan Merzel,0.86,7,ALL TEAMS,CHC
6551,Tom Hanahan,0.86,6,ALL TEAMS,TEX
6552,Bill Welke,0.86,11,ALL TEAMS,TOR
6553,David Rackley,0.86,12,ALL TEAMS,STL
6554,Marvin Hudson,0.86,19,ALL TEAMS,KC
6555,Jim Wolf,0.86,17,ALL TEAMS,PHI
6556,Jeff Nelson,0.86,15,ALL TEAMS,SF
6557,Gabe Morales,0.86,26,ALL TEAMS,SEA
6558,Marvin Hudson,0.87,23,ALL TEAMS,AZ
6559,Jose Navas,0.87,1,ALL TEAMS,SEA
6560,Clint Vondrak,0.87,8,ALL TEAMS,DET
6561,Clint Fagan,0.87,3,ALL TEAMS,TEX
6562,Brian O'Nora,0.87,12,ALL TEAMS,TB
6563,Carlos Torres,0.87,21,ALL TEAMS,PIT
6564,Paul Clemons,0.87,3,ALL TEAMS,SEA
6565,Sam Holbrook,0.88,14,ALL TEAMS,LAD
6566,Angel Hernandez,0.88,18,ALL TEAMS,DET
6567,Alex MacKay,0.88,7,ALL TEAMS,BAL
6568,Paul Nauert,0.89,7,ALL TEAMS,KC
6569,Dale Scott,0.89,2,ALL TEAMS,CHC
6570,James Jean,0.89,2,ALL TEAMS,CHC
6571,David Arrieta,0.89,1,ALL TEAMS,TB
6572,Mike Winters,0.89,6,ALL TEAMS,CLE
6573,Jansen Visconti,0.89,15,ALL TEAMS,NYY
6574,Ryan Blakney,0.89,15,ALL TEAMS,BAL
6575,Bill Miller,0.89,17,ALL TEAMS,PIT
6576,Edwin Jimenez,0.89,4,ALL TEAMS,TB
6577,Gerry Davis,0.89,5,ALL TEAMS,ATL
6578,Tim Timmons,0.9,17,ALL TEAMS,MIA
6579,Tim Welke,0.9,2,ALL TEAMS,AZ
6580,Brian Walsh,0.91,4,ALL TEAMS,SEA
6581,Stu Scheurwater,0.91,21,ALL TEAMS,LAD
6582,John Tumpane,0.92,17,ALL TEAMS,CLE
6583,Jerry Layne,0.92,5,ALL TEAMS,ATH
6584,Brian Gorman,0.92,6,ALL TEAMS,AZ
6585,Paul Nauert,0.92,10,ALL TEAMS,MIA
6586,Edwin Jimenez,0.92,7,ALL TEAMS,COL
6587,Mark Carlson,0.93,19,ALL TEAMS,SF
6588,Malachi Moore,0.93,7,ALL TEAMS,HOU
6589,Mike Winters,0.94,11,ALL TEAMS,WSH
6590,Brian O'Nora,0.94,12,ALL TEAMS,ATL
6591,Jonathan Parra,0.94,2,ALL TEAMS,TOR
6592,Jose Navas,0.94,1,ALL TEAMS,AZ
6593,Erich Bacchus,0.94,8,ALL TEAMS,MIL
6594,Nate Tomlinson,0.94,11,ALL TEAMS,ATH
6595,Ted Barrett,0.94,11,ALL TEAMS,CWS
6596,Dan Bellino,0.94,32,ALL TEAMS,CWS
6597,Nate Tomlinson,0.95,6,ALL TEAMS,TB
6598,Edwin Moscoso,0.95,12,ALL TEAMS,WSH
6599,Vic Carapazza,0.95,36,ALL TEAMS,TB
6600,Jacob Metz,0.95,5,ALL TEAMS,LAD
6601,Adrian Johnson,0.95,19,ALL TEAMS,CLE
6602,Laz Diaz,0.95,18,ALL TEAMS,LAD
6603,James Hoye,0.95,18,ALL TEAMS,BOS
6604,Edwin Jimenez,0.95,6,ALL TEAMS,TEX
6605,Nate Tomlinson,0.96,6,ALL TEAMS,DET
6606,Dan Iassogna,0.96,24,ALL TEAMS,TOR
6607,John Bacon,0.96,5,ALL TEAMS,CHC
6608,Jeremie Rehak,0.97,8,ALL TEAMS,COL
6609,Alan Porter,0.97,14,ALL TEAMS,CHC
6610,Phil Cuzzi,0.97,19,ALL TEAMS,AZ
6611,Charlie Ramos,0.98,6,ALL TEAMS,SF
6612,Alan Porter,0.98,18,ALL TEAMS,PIT
6613,Tom Hanahan,0.98,5,ALL TEAMS,LAA
6614,Paul Clemons,0.98,5,ALL TEAMS,ATH
6615,Chris Guccione,0.99,24,ALL TEAMS,AZ
6616,Willie Traynor,0.99,2,ALL TEAMS,CIN
6617,Brian Walsh,0.99,7,ALL TEAMS,BAL
6618,Shane Livensparger,0.99,10,ALL TEAMS,CLE
6619,Jim Wolf,0.99,23,ALL TEAMS,CLE
6620,Roberto Ortiz,0.99,6,ALL TEAMS,SEA
6621,Brian Gorman,0.99,3,ALL TEAMS,ATL
6622,Joe West,0.99,16,ALL TEAMS,CHC
6623,Mike DiMuro,1.0,3,ALL TEAMS,CHC
6624,Alex MacKay,1.0,5,ALL TEAMS,AZ
6625,Randy Rosenberg,1.0,2,ALL TEAMS,NYM
6626,Stu Scheurwater,1.0,20,ALL TEAMS,TB
6627,Chris Conroy,1.0,21,ALL TEAMS,DET
6628,Sam Holbrook,1.0,12,ALL TEAMS,PIT
6629,Mike DiMuro,1.0,5,ALL TEAMS,LAD
6630,Shane Livensparger,1.01,12,ALL TEAMS,SEA
6631,Tom Hanahan,1.01,4,ALL TEAMS,LAD
6632,Brian Walsh,1.01,7,ALL TEAMS,NYY
6633,Emil Jimenez,1.01,8,ALL TEAMS,STL
6634,Mark Ripperger,1.01,16,ALL TEAMS,KC
6635,Bob Davidson,1.01,4,ALL TEAMS,DET
6636,Brennan Miller,1.01,10,ALL TEAMS,TEX
6637,Erich Bacchus,1.02,13,ALL TEAMS,CWS
6638,Sam Holbrook,1.02,8,ALL TEAMS,COL
6639,Clint Vondrak,1.02,15,ALL TEAMS,STL
6640,Fieldin Culbreth,1.02,7,ALL TEAMS,KC
6641,Dale Scott,1.02,4,ALL TEAMS,SEA
6642,Jeff Kellogg,1.02,8,ALL TEAMS,SEA
6643,Sean Barber,1.03,19,ALL TEAMS,NYM
6644,Emil Jimenez,1.03,6,ALL TEAMS,CIN
6645,Nic Lentz,1.03,14,ALL TEAMS,MIL
6646,Tim Timmons,1.03,10,ALL TEAMS,NYY
6647,Jerry Meals,1.03,10,ALL TEAMS,MIA
6648,Ron Kulpa,1.03,12,ALL TEAMS,AZ
6649,Jeff Nelson,1.04,15,ALL TEAMS,ATL
6650,Edwin Moscoso,1.04,15,ALL TEAMS,LAA
6651,Jansen Visconti,1.04,13,ALL TEAMS,CLE
6652,Mark Ripperger,1.04,17,ALL TEAMS,STL
6653,Jose Navas,1.04,1,ALL TEAMS,TEX
6654,Jordan Baker,1.05,26,ALL TEAMS,PIT
6655,Chad Whitson,1.05,11,ALL TEAMS,COL
6656,Toby Basner,1.05,4,ALL TEAMS,CIN
6657,Scott Barry,1.05,17,ALL TEAMS,PIT
6658,Jeremy Riggs,1.05,6,ALL TEAMS,CHC
6659,Erich Bacchus,1.06,8,ALL TEAMS,MIN
6660,Dale Scott,1.06,6,ALL TEAMS,BAL
6661,Roberto Ortiz,1.06,12,ALL TEAMS,COL
6662,Pat Hoberg,1.06,13,ALL TEAMS,DET
6663,Rob Drake,1.06,18,ALL TEAMS,COL
6664,Alfonso Marquez,1.06,10,ALL TEAMS,CIN
6665,Jose Navas,1.06,7,ALL TEAMS,MIN
6666,Jonathan Parra,1.07,2,ALL TEAMS,PIT
6667,Chris Segal,1.07,26,ALL TEAMS,DET
6668,Gary Cederstrom,1.07,10,ALL TEAMS,PHI
6669,Chris Segal,1.07,15,ALL TEAMS,PIT
6670,Gabe Morales,1.07,17,ALL TEAMS,CIN
6671,Jerry Layne,1.07,8,ALL TEAMS,WSH
6672,Jim Reynolds,1.07,15,ALL TEAMS,COL
6673,Todd Tichenor,1.07,21,ALL TEAMS,DET
6674,Andy Fletcher,1.07,17,ALL TEAMS,PHI
6675,John Bacon,1.08,6,ALL TEAMS,SD
6676,Chris Guccione,1.08,17,ALL TEAMS,TB
6677,Ben May,1.08,18,ALL TEAMS,COL
6678,Chris Conroy,1.08,25,ALL TEAMS,PIT
6679,Dana DeMuth,1.08,4,ALL TEAMS,MIL
6680,David Arrieta,1.08,1,ALL TEAMS,KC
6681,Vic Carapazza,1.09,34,ALL TEAMS,CHC
6682,Gary Cederstrom,1.1,7,ALL TEAMS,ATH
6683,Mark Ripperger,1.1,21,ALL TEAMS,LAA
6684,Eric Cooper,1.1,10,ALL TEAMS,BAL
6685,Austin Jones,1.1,4,ALL TEAMS,DET
6686,Angel Hernandez,1.11,13,ALL TEAMS,PHI
6687,Nestor Ceja,1.11,12,ALL TEAMS,CLE
6688,Kerwin Danley,1.11,9,ALL TEAMS,AZ
6689,Ed Hickox,1.11,12,ALL TEAMS,TOR
6690,D.J. Reyburn,1.11,20,ALL TEAMS,STL
6691,Adam Beck,1.11,13,ALL TEAMS,TB
6692,Dale Scott,1.11,4,ALL TEAMS,DET
6693,Dan Iassogna,1.11,17,ALL TEAMS,PHI
6694,Paul Emmel,1.12,9,ALL TEAMS,MIA
6695,Hunter Wendelstedt,1.12,17,ALL TEAMS,COL
6696,Tom Hallion,1.12,8,ALL TEAMS,WSH
6697,Larry Vanover,1.12,13,ALL TEAMS,TEX
6698,Dan Merzel,1.12,12,ALL TEAMS,PIT
6699,Mark Wegner,1.12,16,ALL TEAMS,MIL
6700,Adam Hamari,1.12,15,ALL TEAMS,PHI
6701,Jim Wolf,1.12,25,ALL TEAMS,AZ
6702,Jerry Layne,1.12,12,ALL TEAMS,AZ
6703,Junior Valentine,1.13,9,ALL TEAMS,TEX
6704,Pat Hoberg,1.13,11,ALL TEAMS,NYM
6705,Doug Eddings,1.13,21,ALL TEAMS,TEX
6706,Nic Lentz,1.13,20,ALL TEAMS,LAA
6707,Jeremy Riggs,1.14,7,ALL TEAMS,CLE
6708,Brian Knight,1.14,19,ALL TEAMS,HOU
6709,Ed Hickox,1.14,12,ALL TEAMS,LAD
6710,Paul Emmel,1.14,11,ALL TEAMS,SD
6711,John Libka,1.14,16,ALL TEAMS,MIN
6712,Brennan Miller,1.14,7,ALL TEAMS,NYY
6713,Toby Basner,1.14,2,ALL TEAMS,SEA
6714,Alex MacKay,1.14,6,ALL TEAMS,STL
6715,John Libka,1.15,12,ALL TEAMS,BOS
6716,Sean Barber,1.15,15,ALL TEAMS,SD
6717,Mike Muchlinski,1.15,15,ALL TEAMS,TB
6718,Brian Gorman,1.15,5,ALL TEAMS,TOR
6719,Austin Jones,1.15,3,ALL TEAMS,TEX
6720,Todd Tichenor,1.15,19,ALL TEAMS,HOU
6721,Scott Barry,1.15,14,ALL TEAMS,NYY
6722,Anthony Johnson,1.15,1,ALL TEAMS,SD
6723,Gabe Morales,1.16,20,ALL TEAMS,SD
6724,Jeff Kellogg,1.16,5,ALL TEAMS,BOS
6725,Tom Hanahan,1.16,6,ALL TEAMS,ATL
6726,Adam Beck,1.16,9,ALL TEAMS,HOU
6727,Derek Thomas,1.17,6,ALL TEAMS,SEA
6728,CB Bucknor,1.17,17,ALL TEAMS,CIN
6729,Nick Mahrley,1.17,12,ALL TEAMS,SF
6730,Jacob Metz,1.17,2,ALL TEAMS,SD
6731,Nick Mahrley,1.18,16,ALL TEAMS,BAL
6732,Chris Segal,1.18,21,ALL TEAMS,NYM
6733,Nate Tomlinson,1.18,6,ALL TEAMS,SD
6734,Ramon De Jesus,1.18,11,ALL TEAMS,BOS
6735,Tom Hallion,1.18,12,ALL TEAMS,CIN
6736,Dexter Kelley,1.19,1,ALL TEAMS,DET
6737,John Hirschbeck,1.19,3,ALL TEAMS,WSH
6738,Kyle McCrady,1.19,2,ALL TEAMS,SEA
6739,Jansen Visconti,1.19,20,ALL TEAMS,NYM
6740,Gabe Morales,1.19,18,ALL TEAMS,TB
6741,Gary Cederstrom,1.2,7,ALL TEAMS,SD
6742,Tony Randazzo,1.2,15,ALL TEAMS,SEA
6743,Mike Everitt,1.2,8,ALL TEAMS,LAA
6744,Jeremy Riggs,1.2,6,ALL TEAMS,TB
6745,Malachi Moore,1.21,9,ALL TEAMS,CLE
6746,Edwin Moscoso,1.21,8,ALL TEAMS,TOR
6747,Jansen Visconti,1.21,15,ALL TEAMS,TOR
6748,Tom Woodring,1.21,3,ALL TEAMS,MIL
6749,Brian Gorman,1.21,10,ALL TEAMS,SF
6750,Ted Barrett,1.21,12,ALL TEAMS,BAL
6751,Rob Drake,1.21,17,ALL TEAMS,TEX
6752,Lance Barrett,1.22,20,ALL TEAMS,BOS
6753,Bob Davidson,1.22,4,ALL TEAMS,SF
6754,Shane Livensparger,1.22,5,ALL TEAMS,HOU
6755,Tom Hallion,1.22,13,ALL TEAMS,TEX
6756,Mike Estabrook,1.22,15,ALL TEAMS,CLE
6757,Ramon De Jesus,1.23,13,ALL TEAMS,COL
6758,Clint Vondrak,1.23,6,ALL TEAMS,NYM
6759,Eric Cooper,1.23,6,ALL TEAMS,SD
6760,Malachi Moore,1.23,9,ALL TEAMS,MIL
6761,Eric Cooper,1.23,9,ALL TEAMS,LAA
6762,John Tumpane,1.23,20,ALL TEAMS,ATL
6763,Mike Estabrook,1.24,18,ALL TEAMS,TB
6764,Nate Tomlinson,1.24,6,ALL TEAMS,STL
6765,Jerry Meals,1.24,8,ALL TEAMS,BAL
6766,Chris Segal,1.24,17,ALL TEAMS,SF
6767,Lance Barksdale,1.24,24,ALL TEAMS,DET
6768,Brian Walsh,1.24,4,ALL TEAMS,CIN
6769,Lance Barksdale,1.24,16,ALL TEAMS,LAD
6770,Tim Timmons,1.24,11,ALL TEAMS,CHC
6771,Marty Foster,1.24,17,ALL TEAMS,MIN
6772,Jeff Kellogg,1.24,11,ALL TEAMS,KC
6773,Mike Everitt,1.24,11,ALL TEAMS,MIA
6774,David Rackley,1.25,21,ALL TEAMS,LAA
6775,Mike Estabrook,1.25,23,ALL TEAMS,WSH
6776,David Rackley,1.25,16,ALL TEAMS,TEX
6777,Nick Mahrley,1.25,11,ALL TEAMS,MIN
6778,Ramon De Jesus,1.25,12,ALL TEAMS,STL
6779,Edwin Moscoso,1.26,13,ALL TEAMS,TEX
6780,Bill Welke,1.26,11,ALL TEAMS,TEX
6781,Sean Barber,1.26,15,ALL TEAMS,BOS
6782,John Bacon,1.26,4,ALL TEAMS,DET
6783,Paul Schrieber,1.26,3,ALL TEAMS,NYM
6784,Shane Livensparger,1.26,11,ALL TEAMS,BOS
6785,Jansen Visconti,1.26,13,ALL TEAMS,KC
6786,Stu Scheurwater,1.26,13,ALL TEAMS,SEA
6787,Cory Blaser,1.27,21,ALL TEAMS,ATL
6788,Stu Scheurwater,1.27,15,ALL TEAMS,LAA
6789,Chris Segal,1.27,13,ALL TEAMS,COL
6790,Greg Gibson,1.27,9,ALL TEAMS,ATL
6791,Nestor Ceja,1.27,15,ALL TEAMS,BAL
6792,Gerry Davis,1.27,6,ALL TEAMS,NYM
6793,Jim Wolf,1.28,16,ALL TEAMS,SF
6794,Adam Beck,1.28,6,ALL TEAMS,NYY
6795,Junior Valentine,1.28,11,ALL TEAMS,CWS
6796,Alex MacKay,1.28,6,ALL TEAMS,NYM
6797,Shane Livensparger,1.28,10,ALL TEAMS,COL
6798,Brennan Miller,1.28,11,ALL TEAMS,CIN
6799,Roberto Ortiz,1.28,13,ALL TEAMS,MIN
6800,Jeremie Rehak,1.28,10,ALL TEAMS,AZ
6801,Marty Foster,1.29,16,ALL TEAMS,NYM
6802,Mike Muchlinski,1.29,23,ALL TEAMS,AZ
6803,Clint Vondrak,1.29,10,ALL TEAMS,HOU
6804,Jeremie Rehak,1.3,18,ALL TEAMS,LAD
6805,John Bacon,1.3,8,ALL TEAMS,CLE
6806,Derek Thomas,1.3,4,ALL TEAMS,DET
6807,John Bacon,1.3,7,ALL TEAMS,ATH
6808,Brennan Miller,1.31,10,ALL TEAMS,PHI
6809,Jeff Kellogg,1.31,9,ALL TEAMS,MIL
6810,Jim Joyce,1.31,2,ALL TEAMS,PHI
6811,Jeff Kellogg,1.31,7,ALL TEAMS,LAD
6812,Ron Kulpa,1.32,17,ALL TEAMS,DET
6813,Junior Valentine,1.32,9,ALL TEAMS,CLE
6814,Gabe Morales,1.32,25,ALL TEAMS,BOS
6815,Brian Knight,1.32,9,ALL TEAMS,MIN
6816,Bill Miller,1.32,20,ALL TEAMS,WSH
6817,Shane Livensparger,1.33,11,ALL TEAMS,TEX
6818,Mike Winters,1.33,5,ALL TEAMS,BAL
6819,Jim Reynolds,1.33,19,ALL TEAMS,BAL
6820,Erich Bacchus,1.33,9,ALL TEAMS,CIN
