,umpire,favor_by_ump_sum,num_games,team,temp_team
563,Will Little,-2.31,18,BOS,BOS
564,Dan Iassogna,-2.31,22,HOU,HOU
565,Stu Scheurwater,-2.31,19,TOR,TOR
566,Mark Ripperger,-2.31,14,PIT,PIT
567,James Hoye,-2.3,19,SF,SF
568,Alfonso Marquez,-2.3,26,SD,SD
569,Doug Eddings,-2.3,19,CHC,CHC
570,Adrian Johnson,-2.3,16,PHI,PHI
571,Junior Valentine,-2.3,8,PHI,PHI
572,Tom Hanahan,-2.29,5,CWS,CWS
573,Rob Drake,-2.28,13,TB,TB
574,Jordan Baker,-2.28,19,MIA,MIA
575,Nate Tomlinson,-2.28,9,AZ,AZ
576,Dan Merzel,-2.28,8,NYM,NYM
577,Pat Hoberg,-2.27,16,TB,TB
578,Ed Hickox,-2.27,9,CWS,CWS
579,Jose Navas,-2.27,5,HOU,HOU
580,Ryan Wills,-2.27,10,CLE,CLE
581,Brian Knight,-2.26,16,SEA,SEA
582,Jordan Baker,-2.26,16,LAD,LAD
583,Pat Hoberg,-2.26,15,CWS,CWS
584,Jim Wolf,-2.25,12,LAA,LAA
585,Jeremie Rehak,-2.25,14,HOU,HOU
586,Derek Thomas,-2.25,8,MIL,MIL
587,Tony Randazzo,-2.24,19,AZ,AZ
588,Derek Thomas,-2.24,8,PHI,PHI
589,Angel Hernandez,-2.23,11,SF,SF
590,Alfonso Marquez,-2.23,15,COL,COL
591,Nic Lentz,-2.23,16,LAD,LAD
592,Carlos Torres,-2.23,14,HOU,HOU
593,Alex Tosi,-2.23,9,KC,KC
594,Phil Cuzzi,-2.22,19,MIA,MIA
595,Carlos Torres,-2.21,21,BAL,BAL
596,Larry Vanover,-2.21,20,DET,DET
597,Mark Ripperger,-2.21,18,MIA,MIA
598,Todd Tichenor,-2.2,18,CIN,CIN
599,Adam Hamari,-2.2,25,HOU,HOU
600,Adam Beck,-2.2,8,LAD,LAD
601,David Rackley,-2.19,17,MIA,MIA
602,Chris Segal,-2.19,20,PHI,PHI
603,Laz Diaz,-2.19,25,TB,TB
604,Fieldin Culbreth,-2.19,8,LAD,LAD
605,Edwin Moscoso,-2.19,16,CWS,CWS
606,Malachi Moore,-2.19,10,TOR,TOR
607,Paul Emmel,-2.18,5,MIL,MIL
608,Tim Welke,-2.18,4,CLE,CLE
609,Jerry Meals,-2.18,18,MIN,MIN
610,Tony Randazzo,-2.18,16,WSH,WSH
611,Nate Tomlinson,-2.18,11,LAA,LAA
612,Charlie Ramos,-2.17,8,PHI,PHI
613,Malachi Moore,-2.17,9,TEX,TEX
614,Chris Conroy,-2.16,23,PHI,PHI
615,Fieldin Culbreth,-2.16,11,MIA,MIA
616,Fieldin Culbreth,-2.16,11,LAA,LAA
617,Pat Hoberg,-2.16,17,KC,KC
618,Rob Drake,-2.15,10,BAL,BAL
619,Tim Welke,-2.15,4,TB,TB
620,Gary Cederstrom,-2.15,10,CIN,CIN
621,Dana DeMuth,-2.15,8,CIN,CIN
622,Tripp Gibson,-2.15,21,AZ,AZ
623,Phil Cuzzi,-2.14,19,KC,KC
624,Alex MacKay,-2.14,5,PHI,PHI
625,Phil Cuzzi,-2.13,21,PIT,PIT
626,Gerry Davis,-2.13,12,CIN,CIN
627,Roberto Ortiz,-2.13,18,STL,STL
628,Adam Beck,-2.13,16,BOS,BOS
629,Erich Bacchus,-2.13,11,ATH,ATH
630,Junior Valentine,-2.13,8,KC,KC
631,Paul Emmel,-2.12,11,CWS,CWS
632,Chris Conroy,-2.12,24,COL,COL
633,John Bacon,-2.12,11,TEX,TEX
634,Dale Scott,-2.11,7,CLE,CLE
635,Gabe Morales,-2.11,27,TEX,TEX
636,Will Little,-2.11,25,STL,STL
637,Will Little,-2.11,21,TEX,TEX
638,Brock Ballou,-2.11,5,LAA,LAA
639,John Tumpane,-2.1,22,STL,STL
640,John Hirschbeck,-2.1,5,AZ,AZ
641,Todd Tichenor,-2.1,17,SF,SF
642,Manny Gonzalez,-2.1,23,DET,DET
643,Kerwin Danley,-2.1,7,BAL,BAL
644,Tim Timmons,-2.09,16,CWS,CWS
645,Dan Bellino,-2.09,23,WSH,WSH
646,Dale Scott,-2.09,4,LAD,LAD
647,Ryan Blakney,-2.09,23,LAA,LAA
648,Sam Holbrook,-2.08,8,TOR,TOR
649,Jim Reynolds,-2.08,9,WSH,WSH
650,Mike Everitt,-2.08,9,COL,COL
651,Doug Eddings,-2.08,14,MIA,MIA
652,Andy Fletcher,-2.08,19,COL,COL
653,Ron Kulpa,-2.07,19,LAA,LAA
654,Jim Wolf,-2.07,16,MIN,MIN
655,Pat Hoberg,-2.07,15,BAL,BAL
656,Pat Hoberg,-2.07,18,HOU,HOU
657,D.J. Reyburn,-2.07,24,MIN,MIN
658,Will Little,-2.07,13,AZ,AZ
659,Ron Kulpa,-2.06,12,SEA,SEA
660,Brian Gorman,-2.06,5,CIN,CIN
661,Tripp Gibson,-2.06,27,MIL,MIL
662,Chad Fairchild,-2.06,26,TB,TB
663,Brian O'Nora,-2.06,19,COL,COL
664,Ryan Wills,-2.06,11,HOU,HOU
665,Nate Tomlinson,-2.06,11,PHI,PHI
666,Bob Davidson,-2.05,5,PIT,PIT
667,Gerry Davis,-2.05,16,SD,SD
668,Chris Guccione,-2.05,15,WSH,WSH
669,Nic Lentz,-2.05,20,NYY,NYY
670,Roberto Ortiz,-2.05,12,CIN,CIN
671,Brian Knight,-2.04,13,DET,DET
672,Sean Barber,-2.04,19,ATH,ATH
673,Jeremie Rehak,-2.04,19,CLE,CLE
674,Dan Iassogna,-2.03,17,CIN,CIN
675,Tom Woodring,-2.03,6,KC,KC
676,Jeremie Rehak,-2.03,13,WSH,WSH
677,Derek Thomas,-2.03,6,CLE,CLE
678,Dana DeMuth,-2.02,10,SD,SD
679,Jerry Layne,-2.02,3,LAD,LAD
680,Erich Bacchus,-2.02,8,HOU,HOU
681,Mike Muchlinski,-2.01,24,HOU,HOU
682,Jordan Baker,-2.01,24,HOU,HOU
683,Angel Hernandez,-2.01,22,CIN,CIN
684,Lance Barrett,-2.01,20,AZ,AZ
685,Laz Diaz,-2.0,20,ATL,ATL
686,Jeremie Rehak,-2.0,13,SF,SF
687,Dan Merzel,-2.0,11,SEA,SEA
688,Will Little,-1.99,11,MIA,MIA
689,Marvin Hudson,-1.99,28,LAA,LAA
690,Cory Blaser,-1.99,19,MIN,MIN
691,Jerry Layne,-1.99,8,STL,STL
692,Mike Estabrook,-1.99,24,NYM,NYM
693,Bill Welke,-1.99,11,SD,SD
694,Erich Bacchus,-1.99,5,MIA,MIA
695,CB Bucknor,-1.98,23,MIL,MIL
696,David Rackley,-1.98,16,KC,KC
697,Eric Cooper,-1.98,12,KC,KC
698,Joe West,-1.98,13,ATH,ATH
699,Quinn Wolcott,-1.97,20,MIN,MIN
700,Mark Carlson,-1.97,14,ATL,ATL
701,John Hirschbeck,-1.97,5,SEA,SEA
702,Jordan Baker,-1.97,23,WSH,WSH
703,Paul Clemons,-1.97,7,MIN,MIN
704,Gerry Davis,-1.96,11,ATH,ATH
705,Ryan Blakney,-1.96,20,BOS,BOS
706,Jeff Nelson,-1.96,15,HOU,HOU
707,David Rackley,-1.96,16,SF,SF
708,Joe West,-1.95,14,DET,DET
709,John Tumpane,-1.95,31,CIN,CIN
710,Gabe Morales,-1.94,24,CWS,CWS
711,James Hoye,-1.94,23,MIL,MIL
712,Alan Porter,-1.93,21,WSH,WSH
713,Ryan Wills,-1.93,8,TEX,TEX
714,Gary Cederstrom,-1.92,12,AZ,AZ
715,Ron Kulpa,-1.92,18,PIT,PIT
716,Clint Vondrak,-1.92,7,LAA,LAA
717,Marvin Hudson,-1.91,12,TOR,TOR
718,Doug Eddings,-1.91,19,MIL,MIL
719,Scott Barry,-1.91,16,DET,DET
720,Jeff Nelson,-1.91,21,TB,TB
721,Marty Foster,-1.91,12,MIA,MIA
722,Shane Livensparger,-1.91,11,SD,SD
723,Phil Cuzzi,-1.9,17,WSH,WSH
724,Ed Hickox,-1.89,9,HOU,HOU
725,Edwin Moscoso,-1.89,19,PHI,PHI
726,Jeremy Riggs,-1.88,7,TOR,TOR
727,Tyler Jones,-1.88,1,WSH,WSH
728,Dan Iassogna,-1.87,17,CHC,CHC
729,Cory Blaser,-1.87,17,WSH,WSH
730,Chad Whitson,-1.87,18,SEA,SEA
731,Roberto Ortiz,-1.87,13,HOU,HOU
732,Austin Jones,-1.87,1,STL,STL
733,Toby Basner,-1.86,2,ATH,ATH
734,Cory Blaser,-1.85,17,STL,STL
735,Joe West,-1.85,12,CWS,CWS
736,Eric Cooper,-1.85,10,PHI,PHI
737,Roberto Ortiz,-1.85,15,AZ,AZ
738,Chris Segal,-1.84,19,CWS,CWS
739,Jansen Visconti,-1.84,13,HOU,HOU
740,Brennan Miller,-1.84,8,MIN,MIN
741,Brian Gorman,-1.83,11,SEA,SEA
742,Todd Tichenor,-1.83,15,PIT,PIT
743,Mark Wegner,-1.82,21,ATL,ATL
744,Ramon De Jesus,-1.82,19,SF,SF
745,Alex Tosi,-1.82,6,BAL,BAL
746,Adam Hamari,-1.8,24,TB,TB
747,Ben May,-1.8,21,BAL,BAL
748,David Arrieta,-1.8,3,TEX,TEX
749,Mike DiMuro,-1.79,5,NYY,NYY
750,Bob Davidson,-1.79,2,BAL,BAL
751,Vic Carapazza,-1.79,18,MIN,MIN
752,Carlos Torres,-1.79,16,TOR,TOR
753,Junior Valentine,-1.79,11,HOU,HOU
754,Charlie Ramos,-1.79,7,CIN,CIN
755,Tim Timmons,-1.78,10,HOU,HOU
756,Brian O'Nora,-1.78,20,MIA,MIA
757,Marvin Hudson,-1.78,15,STL,STL
758,Nestor Ceja,-1.78,7,ATL,ATL
759,Adam Beck,-1.78,4,STL,STL
760,Jacob Metz,-1.78,5,CLE,CLE
761,Erich Bacchus,-1.78,6,COL,COL
762,D.J. Reyburn,-1.77,22,NYM,NYM
763,Clint Fagan,-1.76,9,SF,SF
764,Ben May,-1.76,18,TEX,TEX
765,Kerwin Danley,-1.76,7,ATL,ATL
766,Mike Muchlinski,-1.76,20,TOR,TOR
767,James Hoye,-1.76,22,ATH,ATH
768,Nick Mahrley,-1.76,8,STL,STL
769,Jacob Metz,-1.76,4,TB,TB
770,Tyler Jones,-1.76,1,MIA,MIA
771,Andy Fletcher,-1.75,16,ATH,ATH
772,John Libka,-1.75,16,SF,SF
773,Alex Tosi,-1.75,13,MIN,MIN
774,Adam Hamari,-1.74,25,SEA,SEA
775,Greg Gibson,-1.74,10,NYY,NYY
776,Jerry Meals,-1.74,11,PHI,PHI
777,James Hoye,-1.74,20,HOU,HOU
778,Ted Barrett,-1.74,16,LAD,LAD
779,Nate Tomlinson,-1.74,6,KC,KC
780,Phil Cuzzi,-1.73,22,PHI,PHI
781,Dan Iassogna,-1.73,26,TEX,TEX
782,Eric Cooper,-1.73,12,TEX,TEX
783,Manny Gonzalez,-1.73,21,SEA,SEA
784,Scott Barry,-1.73,15,AZ,AZ
785,Nestor Ceja,-1.73,12,NYM,NYM
786,Tim Timmons,-1.72,7,COL,COL
787,Pat Hoberg,-1.72,16,PIT,PIT
788,Bruce Dreckman,-1.72,8,LAD,LAD
789,Edwin Jimenez,-1.72,7,SF,SF
790,Paul Schrieber,-1.71,4,ATL,ATL
791,Gary Cederstrom,-1.71,10,MIA,MIA
792,Paul Nauert,-1.71,16,BAL,BAL
793,Dan Bellino,-1.71,18,SEA,SEA
794,Tom Hallion,-1.71,6,HOU,HOU
795,Ryan Additon,-1.71,14,KC,KC
796,Dan Iassogna,-1.7,18,SD,SD
797,Ed Hickox,-1.7,8,WSH,WSH
798,Adrian Johnson,-1.7,22,CIN,CIN
799,John Libka,-1.7,14,CWS,CWS
800,Jose Navas,-1.7,2,SD,SD
801,Jerry Layne,-1.7,6,CLE,CLE
802,Will Little,-1.69,24,KC,KC
803,Mike Estabrook,-1.69,11,ATH,ATH
804,Ryan Blakney,-1.69,9,PIT,PIT
805,Chris Segal,-1.69,18,HOU,HOU
806,Edwin Moscoso,-1.69,16,COL,COL
807,Brennan Miller,-1.69,11,TOR,TOR
808,John Bacon,-1.69,6,LAA,LAA
809,Edwin Moscoso,-1.69,8,ATL,ATL
810,Derek Thomas,-1.69,3,MIN,MIN
811,Chris Segal,-1.68,20,KC,KC
812,Quinn Wolcott,-1.68,21,TOR,TOR
813,John Libka,-1.68,16,TB,TB
814,Malachi Moore,-1.67,7,NYM,NYM
815,Emil Jimenez,-1.67,3,MIA,MIA
816,Dale Scott,-1.66,4,CWS,CWS
817,Todd Tichenor,-1.66,18,CLE,CLE
818,Nick Mahrley,-1.66,15,AZ,AZ
819,Adam Beck,-1.66,4,SEA,SEA
820,David Rackley,-1.65,17,NYY,NYY
821,John Libka,-1.65,12,PIT,PIT
822,Malachi Moore,-1.65,9,CWS,CWS
823,David Rackley,-1.64,25,TB,TB
824,Jerry Meals,-1.64,12,ATL,ATL
825,Paul Emmel,-1.64,11,TB,TB
826,Marvin Hudson,-1.64,27,NYM,NYM
827,Tripp Gibson,-1.64,19,PIT,PIT
828,Dan Merzel,-1.64,4,SD,SD
829,Brennan Miller,-1.64,5,COL,COL
830,Doug Eddings,-1.63,20,CLE,CLE
831,Nestor Ceja,-1.63,11,SD,SD
832,Nestor Ceja,-1.63,9,SF,SF
833,Charlie Ramos,-1.63,5,CWS,CWS
834,Mark Carlson,-1.62,14,LAD,LAD
835,CB Bucknor,-1.62,20,MIN,MIN
836,Brennan Miller,-1.62,10,BAL,BAL
837,Tyler Jones,-1.62,2,MIN,MIN
838,Chris Guccione,-1.61,19,DET,DET
839,Dale Scott,-1.61,4,SF,SF
840,Jim Reynolds,-1.61,12,HOU,HOU
841,Malachi Moore,-1.61,8,MIN,MIN
842,Charlie Ramos,-1.61,7,AZ,AZ
843,James Jean,-1.61,2,CLE,CLE
844,Junior Valentine,-1.61,8,BOS,BOS
845,Alan Porter,-1.6,21,DET,DET
846,Vic Carapazza,-1.6,19,ATH,ATH
847,Adam Hamari,-1.6,25,CWS,CWS
848,Paul Emmel,-1.6,9,PHI,PHI
849,Nic Lentz,-1.6,18,TB,TB
850,Chad Fairchild,-1.59,20,AZ,AZ
851,Dan Bellino,-1.59,12,SD,SD
852,John Libka,-1.59,9,STL,STL
853,Paul Schrieber,-1.58,2,MIN,MIN
854,Greg Gibson,-1.58,14,STL,STL
855,Jim Reynolds,-1.58,10,PHI,PHI
856,Jerry Meals,-1.58,17,STL,STL
857,Charlie Ramos,-1.58,10,TOR,TOR
858,Jeff Nelson,-1.57,15,MIA,MIA
859,Paul Schrieber,-1.57,2,SD,SD
860,Mark Ripperger,-1.57,21,CWS,CWS
861,Cory Blaser,-1.57,19,ATH,ATH
862,Gary Cederstrom,-1.57,9,CWS,CWS
863,Ramon De Jesus,-1.57,15,MIL,MIL
864,Chad Whitson,-1.57,15,NYM,NYM
865,Nestor Ceja,-1.57,9,KC,KC
866,Clint Vondrak,-1.57,11,PIT,PIT
867,Charlie Ramos,-1.57,6,HOU,HOU
868,Will Little,-1.56,18,MIN,MIN
869,Ted Barrett,-1.55,10,TEX,TEX
870,Doug Eddings,-1.55,18,TB,TB
871,Alan Porter,-1.55,24,CLE,CLE
872,Eric Cooper,-1.55,10,HOU,HOU
873,John Hirschbeck,-1.55,1,PHI,PHI
874,Shane Livensparger,-1.55,11,PIT,PIT
875,Alex Tosi,-1.55,10,MIA,MIA
876,Charlie Ramos,-1.55,6,TB,TB
877,Derek Thomas,-1.55,5,NYY,NYY
878,Laz Diaz,-1.54,15,TEX,TEX
879,Hunter Wendelstedt,-1.54,19,CWS,CWS
880,Mike DiMuro,-1.54,3,STL,STL
881,Adam Beck,-1.54,10,CHC,CHC
882,Charlie Ramos,-1.54,12,CHC,CHC
883,Brian Gorman,-1.53,11,LAD,LAD
884,Adam Hamari,-1.53,16,ATH,ATH
885,Jeff Kellogg,-1.53,7,MIA,MIA
886,Kerwin Danley,-1.53,8,CLE,CLE
887,Nic Lentz,-1.53,14,MIN,MIN
888,Alex MacKay,-1.53,5,LAD,LAD
889,Ron Kulpa,-1.52,12,ATH,ATH
890,Eric Cooper,-1.52,7,STL,STL
891,Paul Clemons,-1.52,5,COL,COL
892,Ron Kulpa,-1.51,17,MIA,MIA
893,Ryan Blakney,-1.51,23,PHI,PHI
894,Junior Valentine,-1.51,13,AZ,AZ
895,Clint Fagan,-1.5,3,BAL,BAL
896,Mike DiMuro,-1.5,3,COL,COL
897,Mike Everitt,-1.5,12,DET,DET
898,Clint Fagan,-1.5,5,KC,KC
899,Mark Wegner,-1.5,24,TOR,TOR
900,Jeff Kellogg,-1.5,12,WSH,WSH
901,Alan Porter,-1.5,17,BAL,BAL
902,Andy Fletcher,-1.5,14,LAA,LAA
903,Jansen Visconti,-1.5,9,MIL,MIL
904,Ben May,-1.5,9,AZ,AZ
905,Mike Everitt,-1.49,11,MIN,MIN
906,Sam Holbrook,-1.49,9,SF,SF
907,Ryan Blakney,-1.49,24,KC,KC
908,Mark Ripperger,-1.49,19,BOS,BOS
909,Bob Davidson,-1.48,3,MIL,MIL
910,Ted Barrett,-1.48,9,BOS,BOS
911,Junior Valentine,-1.48,11,LAA,LAA
912,Nate Tomlinson,-1.48,5,BOS,BOS
913,Joe West,-1.47,10,PIT,PIT
914,Lance Barrett,-1.47,25,MIA,MIA
915,Jim Joyce,-1.47,4,ATL,ATL
916,Scott Barry,-1.47,16,MIA,MIA
917,Hunter Wendelstedt,-1.47,18,WSH,WSH
918,Austin Jones,-1.47,4,CWS,CWS
919,Tony Randazzo,-1.46,15,SD,SD
920,Fieldin Culbreth,-1.46,10,ATH,ATH
921,Andy Fletcher,-1.46,20,CWS,CWS
922,Paul Clemons,-1.46,4,LAA,LAA
923,Adrian Johnson,-1.45,16,NYY,NYY
924,Hunter Wendelstedt,-1.45,15,SEA,SEA
925,Ben May,-1.45,16,HOU,HOU
926,Dana DeMuth,-1.45,5,KC,KC
927,Bill Miller,-1.45,16,DET,DET
928,Carlos Torres,-1.45,24,CHC,CHC
929,Jim Reynolds,-1.45,10,ATL,ATL
930,Shane Livensparger,-1.45,10,SF,SF
931,Paul Clemons,-1.45,4,HOU,HOU
932,Lance Barksdale,-1.44,20,MIA,MIA
933,Marvin Hudson,-1.44,14,MIA,MIA
934,Manny Gonzalez,-1.43,21,CWS,CWS
935,David Rackley,-1.43,28,CIN,CIN
936,Todd Tichenor,-1.43,15,CHC,CHC
937,Nick Mahrley,-1.43,13,CLE,CLE
938,Dan Merzel,-1.43,14,STL,STL
939,James Jean,-1.43,2,TOR,TOR
940,Austin Jones,-1.43,3,WSH,WSH
941,Bob Davidson,-1.42,3,STL,STL
942,Emil Jimenez,-1.42,5,DET,DET
943,Vic Carapazza,-1.41,24,PHI,PHI
944,Lance Barksdale,-1.41,23,CHC,CHC
945,Brian Gorman,-1.41,9,SD,SD
946,Shane Livensparger,-1.41,12,ATH,ATH
947,Jerry Meals,-1.4,17,CIN,CIN
948,Adrian Johnson,-1.4,18,STL,STL
949,Paul Schrieber,-1.4,2,LAA,LAA
950,Adrian Johnson,-1.4,15,ATL,ATL
951,Chris Guccione,-1.4,23,NYY,NYY
952,Brian Knight,-1.4,19,SF,SF
953,Kerwin Danley,-1.4,13,PHI,PHI
954,Todd Tichenor,-1.4,19,AZ,AZ
955,Jonathan Parra,-1.4,1,STL,STL
956,Marty Foster,-1.39,13,NYY,NYY
957,Jerry Meals,-1.39,18,TB,TB
958,Clint Fagan,-1.39,8,HOU,HOU
959,Jim Joyce,-1.39,7,SEA,SEA
960,Dale Scott,-1.39,7,PIT,PIT
961,Mike Winters,-1.39,6,CWS,CWS
962,Shane Livensparger,-1.39,9,CWS,CWS
963,Ryan Additon,-1.39,10,TEX,TEX
964,Adam Beck,-1.39,12,ATH,ATH
965,Roberto Ortiz,-1.39,9,LAD,LAD
966,Clint Vondrak,-1.39,5,BAL,BAL
967,Ed Hickox,-1.38,19,TB,TB
968,John Hirschbeck,-1.38,6,COL,COL
969,Cory Blaser,-1.37,16,TOR,TOR
970,CB Bucknor,-1.37,20,SEA,SEA
971,Mark Wegner,-1.37,16,ATH,ATH
972,David Rackley,-1.37,20,SD,SD
973,Nate Tomlinson,-1.37,3,WSH,WSH
974,Cory Blaser,-1.36,18,SD,SD
975,Toby Basner,-1.36,5,BOS,BOS
976,Ryan Blakney,-1.36,21,AZ,AZ
977,John Tumpane,-1.36,15,WSH,WSH
978,Jordan Baker,-1.36,13,AZ,AZ
979,Chad Whitson,-1.36,14,MIA,MIA
980,Adam Beck,-1.36,6,CIN,CIN
981,Mike Everitt,-1.35,4,TEX,TEX
982,Alfonso Marquez,-1.35,14,TB,TB
983,Ryan Additon,-1.35,10,SEA,SEA
984,Jeremie Rehak,-1.35,9,ATL,ATL
985,Brock Ballou,-1.35,7,PHI,PHI
986,Brian Walsh,-1.35,5,BOS,BOS
987,CB Bucknor,-1.34,22,KC,KC
988,Bill Welke,-1.34,13,SEA,SEA
989,Paul Emmel,-1.34,8,STL,STL
990,Mark Ripperger,-1.33,22,DET,DET
991,Joe West,-1.33,17,MIA,MIA
992,Ben May,-1.33,19,ATL,ATL
993,Jim Reynolds,-1.33,14,ATH,ATH
994,Brian Gorman,-1.33,6,WSH,WSH
995,Ted Barrett,-1.33,17,CIN,CIN
996,Mark Carlson,-1.33,13,SD,SD
997,Jeremie Rehak,-1.33,16,STL,STL
998,Brian Walsh,-1.33,6,PHI,PHI
999,Greg Gibson,-1.32,9,TEX,TEX
1000,Jeff Kellogg,-1.32,5,NYY,NYY
1001,Lance Barksdale,-1.32,16,PIT,PIT
1002,Stu Scheurwater,-1.32,19,MIA,MIA
1003,Shane Livensparger,-1.32,7,TB,TB
1004,Alex MacKay,-1.32,4,KC,KC
1005,Brian Knight,-1.31,15,CLE,CLE
1006,Pat Hoberg,-1.31,20,LAA,LAA
1007,James Hoye,-1.31,24,CIN,CIN
1008,Greg Gibson,-1.31,7,MIL,MIL
1009,Jim Wolf,-1.31,16,CWS,CWS
1010,Emil Jimenez,-1.31,6,COL,COL
1011,Bill Miller,-1.3,27,LAA,LAA
1012,Paul Schrieber,-1.3,2,BOS,BOS
1013,Paul Emmel,-1.3,11,TOR,TOR
1014,Brian O'Nora,-1.3,16,SF,SF
1015,Bob Davidson,-1.3,3,CWS,CWS
1016,Jeff Nelson,-1.3,6,CWS,CWS
1017,Sean Barber,-1.3,24,MIN,MIN
1018,Ramon De Jesus,-1.3,18,AZ,AZ
1019,Chris Segal,-1.3,17,BAL,BAL
1020,Nick Mahrley,-1.3,11,TB,TB
1021,Clint Vondrak,-1.3,9,SEA,SEA
1022,Eric Cooper,-1.29,10,CIN,CIN
1023,Jordan Baker,-1.29,22,CWS,CWS
1024,Angel Hernandez,-1.29,16,STL,STL
1025,Adam Hamari,-1.29,14,TOR,TOR
1026,Clint Vondrak,-1.29,7,TB,TB
1027,Brock Ballou,-1.29,5,CIN,CIN
1028,Mark Ripperger,-1.28,19,MIN,MIN
1029,David Rackley,-1.28,21,CLE,CLE
1030,Kerwin Danley,-1.28,14,MIL,MIL
1031,Chad Whitson,-1.28,14,ATH,ATH
1032,Edwin Jimenez,-1.28,6,PHI,PHI
1033,Quinn Wolcott,-1.27,19,ATH,ATH
1034,Toby Basner,-1.27,6,CWS,CWS
1035,Manny Gonzalez,-1.27,20,HOU,HOU
1036,Angel Hernandez,-1.27,14,NYM,NYM
1037,Ben May,-1.27,16,SF,SF
1038,Brennan Miller,-1.27,7,LAD,LAD
1039,Tom Hallion,-1.26,15,NYM,NYM
1040,CB Bucknor,-1.26,24,ATL,ATL
1041,Dale Scott,-1.26,3,NYM,NYM
1042,Sean Barber,-1.26,17,MIA,MIA
1043,Lance Barrett,-1.26,21,PIT,PIT
1044,Fieldin Culbreth,-1.26,7,STL,STL
1045,Malachi Moore,-1.26,14,LAA,LAA
1046,Clint Vondrak,-1.26,14,CHC,CHC
1047,Adrian Johnson,-1.25,21,MIN,MIN
1048,Manny Gonzalez,-1.25,20,KC,KC
1049,Clint Fagan,-1.25,3,ATH,ATH
1050,Dan Merzel,-1.25,14,TB,TB
1051,Brock Ballou,-1.25,3,ATH,ATH
1052,James Jean,-1.25,2,COL,COL
1053,Angel Hernandez,-1.24,20,HOU,HOU
1054,Jim Reynolds,-1.24,12,KC,KC
1055,Bruce Dreckman,-1.24,21,PIT,PIT
1056,Sam Holbrook,-1.24,14,KC,KC
1057,Shane Livensparger,-1.24,8,LAA,LAA
1058,Junior Valentine,-1.24,8,MIN,MIN
1059,Emil Jimenez,-1.24,8,PIT,PIT
1060,Manny Gonzalez,-1.23,21,TOR,TOR
1061,Alfonso Marquez,-1.23,18,PIT,PIT
1062,Jim Joyce,-1.22,3,MIN,MIN
1063,Laz Diaz,-1.22,21,CWS,CWS
1064,Phil Cuzzi,-1.22,18,LAD,LAD
1065,Angel Hernandez,-1.22,16,BAL,BAL
1066,Chad Fairchild,-1.22,28,NYM,NYM
1067,Clint Fagan,-1.22,3,AZ,AZ
1068,Carlos Torres,-1.22,16,ATH,ATH
1069,Jerry Layne,-1.22,7,NYM,NYM
1070,Nestor Ceja,-1.22,10,CHC,CHC
1071,Junior Valentine,-1.22,8,COL,COL
1072,Tom Hanahan,-1.22,8,CLE,CLE
1073,Paul Clemons,-1.22,5,BAL,BAL
1074,Mike Winters,-1.21,10,LAD,LAD
1075,Brian Gorman,-1.21,10,HOU,HOU
1076,Dan Bellino,-1.21,21,NYY,NYY
1077,Kerwin Danley,-1.21,10,HOU,HOU
1078,Joe West,-1.21,13,MIL,MIL
1079,Jerry Layne,-1.21,10,TOR,TOR
1080,CB Bucknor,-1.21,19,WSH,WSH
1081,Alex Tosi,-1.21,9,CWS,CWS
1082,Nick Mahrley,-1.21,12,TEX,TEX
1083,Emil Jimenez,-1.21,8,WSH,WSH
1084,Ted Barrett,-1.2,17,HOU,HOU
1085,Lance Barksdale,-1.2,22,ATH,ATH
1086,Erich Bacchus,-1.2,10,SEA,SEA
1087,Brennan Miller,-1.2,7,TB,TB
1088,Emil Jimenez,-1.2,8,BOS,BOS
1089,Gabe Morales,-1.19,21,HOU,HOU
1090,Sean Barber,-1.19,24,CWS,CWS
1091,Edwin Moscoso,-1.19,13,TB,TB
1092,Alex MacKay,-1.19,6,SD,SD
1093,Tom Hanahan,-1.19,3,KC,KC
1094,Dexter Kelley,-1.19,1,PIT,PIT
1095,Tim Welke,-1.18,4,CIN,CIN
1096,Malachi Moore,-1.18,8,BAL,BAL
1097,Mike Everitt,-1.17,8,WSH,WSH
1098,Quinn Wolcott,-1.17,13,CWS,CWS
1099,Greg Gibson,-1.17,12,COL,COL
1100,Mike Muchlinski,-1.17,24,SF,SF
1101,Tim Timmons,-1.17,13,NYM,NYM
1102,John Hirschbeck,-1.17,2,ATH,ATH
1103,Bruce Dreckman,-1.17,13,CWS,CWS
1104,Clint Fagan,-1.17,6,CIN,CIN
1105,Roberto Ortiz,-1.17,15,NYM,NYM
1106,Alex Tosi,-1.17,6,TEX,TEX
1107,Jonathan Parra,-1.17,2,COL,COL
1108,Paul Clemons,-1.17,3,CWS,CWS
1109,Tripp Gibson,-1.16,19,CIN,CIN
1110,Shane Livensparger,-1.16,10,ATL,ATL
1111,Austin Jones,-1.16,2,TB,TB
1112,Sean Barber,-1.15,14,SEA,SEA
1113,Bill Welke,-1.15,12,NYY,NYY
1114,Mike Muchlinski,-1.15,16,CHC,CHC
1115,Clint Fagan,-1.15,3,PHI,PHI
1116,Anthony Johnson,-1.15,1,AZ,AZ
1117,Adrian Johnson,-1.14,21,TOR,TOR
1118,Ramon De Jesus,-1.14,15,LAD,LAD
1119,D.J. Reyburn,-1.13,20,LAD,LAD
1120,Jerry Meals,-1.13,8,SF,SF
